"Nikto - v2.1.5/2.1.5"
"samma.io","151.101.65.195","443","","","",""
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/","Retrieved x-served-by header: cache-bma1669-BMA"
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/","Server leaks inodes via ETags, header found with file /, fields: 0xc5eba70af1813edd287962876bf070287e3f25a8bd04b4c00ceeb023a2657185 "
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/","Uncommon header 'x-served-by' found, with contents: cache-bma1669-BMA"
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/","Uncommon header 'x-cache-hits' found, with contents: 3"
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/","Uncommon header 'x-cache' found, with contents: HIT"
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/","Uncommon header 'strict-transport-security' found, with contents: max-age=31556926"
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/","Uncommon header 'x-timer' found, with contents: S1633720328.505606,VS0,VE0"
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/clientaccesspolicy.xml","lines"
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/crossdomain.xml","/crossdomain.xml contains 0 line which should be manually viewed for improper domains or wildcards."
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","GET","/","Hostname 'samma.io' does not match certificate's CN 'web.app'"
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","OPTIONS","/","Allowed HTTP Methods: GET, HEAD, OPTIONS "
"samma.io","151.101.65.195SCALAR(0x565202f87ed0)"443","OSVDB-0","DEBUG","/","Uncommon header 'referrer-policy' found, with contents: no-referrer"
"Nikto - v2.1.5/2.1.5"
"samma.io","151.101.1.195","443","","","",""
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/","Retrieved x-served-by header: cache-bma1664-BMA"
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/","Server leaks inodes via ETags, header found with file /, fields: 0xc5eba70af1813edd287962876bf070287e3f25a8bd04b4c00ceeb023a2657185 "
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/","Uncommon header 'x-timer' found, with contents: S1633720413.815995,VS0,VE1"
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/","Uncommon header 'x-served-by' found, with contents: cache-bma1664-BMA"
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/","Uncommon header 'x-cache' found, with contents: HIT"
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/","Uncommon header 'strict-transport-security' found, with contents: max-age=31556926"
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/","Uncommon header 'x-cache-hits' found, with contents: 1"
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/clientaccesspolicy.xml","lines"
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/crossdomain.xml","/crossdomain.xml contains 0 line which should be manually viewed for improper domains or wildcards."
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","GET","/","Hostname 'samma.io' does not match certificate's CN 'web.app'"
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","OPTIONS","/","Allowed HTTP Methods: GET, HEAD, OPTIONS "
"samma.io","151.101.1.195SCALAR(0x5607e82fb618)"443","OSVDB-0","DEBUG","/","Uncommon header 'referrer-policy' found, with contents: no-referrer"
"Nikto - v2.1.5/2.1.5"
"samma.io","151.101.65.195","443","","","",""
"samma.io","151.101.65.195SCALAR(0x55f1d9dd79c8)"443","OSVDB-0","GET","/","Retrieved x-served-by header: cache-bma1672-BMA"
"samma.io","151.101.65.195SCALAR(0x55f1d9dd79c8)"443","OSVDB-0","GET","/","Server leaks inodes via ETags, header found with file /, fields: 0xc5eba70af1813edd287962876bf070287e3f25a8bd04b4c00ceeb023a2657185 "
"samma.io","151.101.65.195SCALAR(0x55f1d9dd79c8)"443","OSVDB-0","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"samma.io","151.101.65.195SCALAR(0x55f1d9dd79c8)"443","OSVDB-0","GET","/","Uncommon header 'x-cache-hits' found, with contents: 2"
"samma.io","151.101.65.195SCALAR(0x55f1d9dd79c8)"443","OSVDB-0","GET","/","Uncommon header 'strict-transport-security' found, with contents: max-age=31556926"
"samma.io","151.101.65.195SCALAR(0x55f1d9dd79c8)"443","OSVDB-0","GET","/","Uncommon header 'x-cache' found, with contents: HIT"
"samma.io","151.101.65.195SCALAR(0x55f1d9dd79c8)"443","OSVDB-0","GET","/","Uncommon header 'x-timer' found, with contents: S1633720527.865647,VS0,VE0"
"samma.io","151.101.65.195SCALAR(0x55f1d9dd79c8)"443","OSVDB-0","GET","/","Uncommon header 'x-served-by' found, with contents: cache-bma1672-BMA"
"samma.io","151.101.65.195SCALAR(0x55f1d9dd79c8)"443","OSVDB-0","GET","/clientaccesspolicy.xml","lines"
